Source	Target	Model	Grammaticality	Meaning Preservation	Simplicity	Overall Quality
By 1825 , Riley was beset by business problems , and , his property at risk , he put Henson in charge of escorting his slaves to his brother 's Kentucky plantation .	by 1825 , riley was upset by business problems .	DRESS	4	2	2	2
By 1825 , Riley was beset by business problems , and , his property at risk , he put Henson in charge of escorting his slaves to his brother 's Kentucky plantation .	riley was born in kentucky .	S2S-All-FA	4	1	4	1
By 1825 , Riley was beset by business problems , and , his property at risk , he put Henson in charge of escorting his slaves to his brother 's Kentucky plantation .	riley was still beset by business problems .	EditNTS	4	1	2	2
By 1825 , Riley was beset by business problems , and , his property at risk , he put Henson in charge of escorting his slaves to his brother 's Kentucky plantation .	by 2019 , riley was was was a business problems .	Transformer	1	1	1	1
By 1825 , Riley was beset by business problems , and , his property at risk , he put Henson in charge of escorting his slaves to his brother 's Kentucky plantation .	by put , he was his by problems .	DMASS	1	1	1	1
By 1825 , Riley was beset by business problems , and , his property at risk , he put Henson in charge of escorting his slaves to his brother 's Kentucky plantation .	by sequential wilson , he was in charge of keeping the slaves up to his brother 's kentucky plantation .	BERT	1	1	1	1
Ten-year-old Wesley Pope shot down a snow-packed hill on his sled .	ten-year-old wesley pope shot down the hill on his sled .	Reference	4	3	4	4
Ten-year-old Wesley Pope shot down a snow-packed hill on his sled .	wesley ten-year-old pope shot down a snow-packed hill on his sled .	PBMT-R	3	2	1	2
Ten-year-old Wesley Pope shot down a snow-packed hill on his sled .	ten-year-old wesley pope shot down a snow-packed hill .	Hybrid	4	3	4	3
Ten-year-old Wesley Pope shot down a snow-packed hill on his sled .	ten-year-old wesley pope shot down a snow-packed hill on his sled .	EncDecA	4	4	2	4
Ten-year-old Wesley Pope shot down a snow-packed hill on his sled .	ten-year-old wesley pope shot down a snow-packed hill on his sled .	DRESS	4	4	2	4
Ten-year-old Wesley Pope shot down a snow-packed hill on his sled .	wesley pope was shot down a hill on his sled .	S2S-All-FA	4	2	2	2
Ten-year-old Wesley Pope shot down a snow-packed hill on his sled .	ten-year-old wesley pope shot down a snow-packed hill on his wife .	EditNTS	4	1	1	1
Ten-year-old Wesley Pope shot down a snow-packed hill on his sled .	he made fun of his snow a year-old , and he wesleyed on his sled .	Transformer	1	1	1	1
Ten-year-old Wesley Pope shot down a snow-packed hill on his sled .	ten-yeaold wesley pope took down a snow-packed victory on his sled .	DMASS	3	2	2	2
Ten-year-old Wesley Pope shot down a snow-packed hill on his sled .	he was hit by the crowd .	BERT	4	1	3	1
He put Henson in charge of escorting his slaves to his brother 's Kentucky plantation .	he sent henson to take his slaves to kentucky .	Reference	4	3	4	4
He put Henson in charge of escorting his slaves to his brother 's Kentucky plantation .	he put henson in charge of escorting his slaves to his brother 's top plantation .	PBMT-R	3	3	2	3
He put Henson in charge of escorting his slaves to his brother 's Kentucky plantation .	henson he put in charge of escorting slaves .	Hybrid	4	3	4	3
He put Henson in charge of escorting his slaves to his brother 's Kentucky plantation .	he put henson in charge of escorting his slaves to his brother 's kentucky plantation .	EncDecA	4	4	2	4
He put Henson in charge of escorting his slaves to his brother 's Kentucky plantation .	he put henson in charge of escorting his slaves to his brother 's kentucky .	DRESS	3	3	2	3
He put Henson in charge of escorting his slaves to his brother 's Kentucky plantation .	he put henson in charge of his slaves .	S2S-All-FA	4	3	4	3
He put Henson in charge of escorting his slaves to his brother 's Kentucky plantation .	he put henson in charge of being held .	EditNTS	2	1	2	1
He put Henson in charge of escorting his slaves to his brother 's Kentucky plantation .	he put henson in charge of slaves to his brother 's plantation .	Transformer	3	3	2	3
He put Henson in charge of escorting his slaves to his brother 's Kentucky plantation .	he put brother in charge of plantation his wife 's to bloody catholic church .	DMASS	1	1	1	1
He put Henson in charge of escorting his slaves to his brother 's Kentucky plantation .	he put henson in charge of keeping the slaves up to his brother 's plantation .	BERT	1	2	2	2
In Beijing during that time , a kite artist named Fei Baoling went through similar trials .	a kite artist named fei baoling lived in another city .	Reference	4	1	2	1
In Beijing during that time , a kite artist named Fei Baoling went through similar trials .	in beijing during that time , a kite artist named fei baoling went through the same trials .	PBMT-R	4	3	2	3
In Beijing during that time , a kite artist named Fei Baoling went through similar trials .	a kite artist went a kite artist named fei baoling .	Hybrid	1	1	1	1
In Beijing during that time , a kite artist named Fei Baoling went through similar trials .	in beijing during that time , a famous artist named fei baoling went through similar trials .	EncDecA	4	3	2	4
In Beijing during that time , a kite artist named Fei Baoling went through similar trials .	in beijing during that time , a kite artist named fei baoling went through similar cases .	DRESS	4	3	2	3
In Beijing during that time , a kite artist named Fei Baoling went through similar trials .	fei baoling was in beijing during that time .	S2S-All-FA	4	2	4	2
In Beijing during that time , a kite artist named Fei Baoling went through similar trials .	in beijing that time , a kite artist named fei .	EditNTS	2	1	2	1
In Beijing during that time , a kite artist named Fei Baoling went through similar trials .	in beijing , a artist named fei bao went through similar trials .	Transformer	4	3	4	3
In Beijing during that time , a kite artist named Fei Baoling went through similar trials .	in during , time , through trials and kite were also at similar .	DMASS	1	1	1	1
In Beijing during that time , a kite artist named Fei Baoling went through similar trials .	in beijing , a kite artist named feiling went through the same trials .	BERT	4	1	2	1
Obama said that while times have changed , many children today still fail to meet their full potential .	times have changed since the 1960s , obama said .	Reference	4	1	4	1
Obama said that while times have changed , many children today still fail to meet their full potential .	obama said that while times have changed , many children today still fails to follow their full .	PBMT-R	2	3	2	3
Obama said that while times have changed , many children today still fail to meet their full potential .	obama said that while times have changed , many children today still fail to meet their potential full .	Hybrid	3	3	2	3
Obama said that while times have changed , many children today still fail to meet their full potential .	obama said that while times have changed , many children today still fail to meet their full potential .	EncDecA	4	4	2	4
Obama said that while times have changed , many children today still fail to meet their full potential .	obama said that while times have changed , many children today still fail to meet their full potential .	DRESS	4	4	2	4
Obama said that while times have changed , many children today still fail to meet their full potential .	obama said they have changed .	S2S-All-FA	4	1	4	1
Obama said that while times have changed , many children today still fail to meet their full potential .	obama said times , many children do still .	EditNTS	1	1	1	1
Obama said that while times have changed , many children today still fail to meet their full potential .	obama said that times have changed many times .	Transformer	2	1	1	1
Obama said that while times have changed , many children today still fail to meet their full potential .	yet , many children today still struggle to themselves their horses .	DMASS	1	1	1	1
Obama said that while times have changed , many children today still fail to meet their full potential .	but some children still fail .	BERT	4	1	4	1
In Beijing during the Cultural Revolution , a kite artist named Fei Baoling went through similar challenges .	a kite artist named fei baoling lived in another city .	Reference	4	1	4	2
In Beijing during the Cultural Revolution , a kite artist named Fei Baoling went through similar challenges .	in beijing during the yup ` ik and 1930s , a kite artist named fei baoling went through .	PBMT-R	1	1	1	1
